"Dataset","Task","Config","Started","Ended","DurationSeconds","ExitCode"
"EgoPER","tea","configs\EgoPER\tea\vc_4omini_post_db0.6.json","2026-08-10T22:06:51","2026-08-10T22:08:51","119.9","0"
