"Dataset","Task","Config","Started","Ended","DurationSeconds","ExitCode"
"EgoPER","oatmeal","configs\EgoPER\oatmeal\vc_4omini_post_db0.4.json","2026-08-10T22:03:23","2026-08-10T22:06:51","207.5","0"
